  0.124999985      0.216015860       9.99999978E-03
  0.249999970      0.431050718       1.99999996E-02
  0.374999970      0.645104587       2.99999993E-02
  0.499999940      0.858177423       3.99999991E-02
  0.624999940       1.07026935       4.99999970E-02
  0.749999881       1.28138006       5.99999949E-02
  0.874999821       1.49150991       6.99999928E-02
  0.999999821       1.70065880       7.99999908E-02
   1.12499976       1.90882647       8.99999887E-02
   1.24999976       2.11601329       9.99999866E-02
   1.37499964       2.32221913      0.109999985    
   1.49999964       2.52744412      0.119999982    
   1.62499964       2.73168778      0.129999980    
   1.74999964       2.93495083      0.139999986    
   1.87499976       3.13723278      0.149999991    
   1.99999976       3.33853388      0.159999996    
   2.12499976       3.53885365      0.170000002    
   2.25000000       3.73819280      0.180000007    
   2.37500000       3.93655062      0.190000013    
   2.50000000       4.13392782      0.200000018    
   2.62500000       4.33032370      0.210000023    
   2.75000024       4.52573872      0.220000029    
   2.87500024       4.72017241      0.230000034    
   3.00000024       4.91362572      0.240000039    
   3.12500024       5.10609722      0.250000030    
   3.25000000       5.29758787      0.260000020    
   3.37499976       5.48809767      0.270000011    
   3.49999976       5.67762613      0.280000001    
   3.62499952       5.86617422      0.289999992    
   3.74999952       6.05374050      0.299999982    
   3.87499928       6.24032640      0.309999973    
   3.99999928       6.42593098      0.319999963    
   4.12499905       6.61055470      0.329999954    
   4.24999905       6.79419708      0.339999944    
   4.37499905       6.97685909      0.349999934    
   4.49999857       7.15853977      0.359999925    
   4.62499857       7.33923960      0.369999915    
   4.74999857       7.51895809      0.379999906    
   4.87499857       7.69769573      0.389999896    
   4.99999809       7.87545300      0.399999887    
   5.12499809       8.05222893      0.409999877    
   5.24999809       8.22802353      0.419999868    
   5.37499762       8.40283680      0.429999858    
   5.49999762       8.57666969      0.439999849    
   5.62499762       8.74952030      0.449999839    
   5.74999762       8.92139244      0.459999830    
   5.87499714       9.09228230      0.469999820    
   5.99999714       9.26218987      0.479999810    
   6.12499714       9.43111801      0.489999801    
   6.24999714       9.59906483      0.499999791    
   6.37499714       9.76603127      0.509999812    
   6.49999714       9.93201542      0.519999802    
   6.62499714       10.0970192      0.529999793    
   6.74999666       10.2610426      0.539999783    
   6.87499666       10.4240837      0.549999774    
   6.99999666       10.5861444      0.559999764    
   7.12499619       10.7472248      0.569999754    
   7.24999619       10.9073229      0.579999745    
   7.37499619       11.0664406      0.589999735    
   7.49999619       11.2245779      0.599999726    
   7.62499571       11.3817339      0.609999716    
   7.74999571       11.5379086      0.619999707    
   7.87499571       11.6931019      0.629999697    
   7.99999571       11.8473148      0.639999688    
   8.12499523       12.0005455      0.649999678    
   8.24999523       12.1527977      0.659999669    
   8.37499523       12.3040676      0.669999659    
   8.49999523       12.4543552      0.679999650    
   8.62499523       12.6036634      0.689999640    
   8.74999428       12.7519894      0.699999630    
   8.87499428       12.8993359      0.709999621    
   8.99999428       13.0457010      0.719999611    
   9.12499428       13.1910849      0.729999602    
   9.24999428       13.3354864      0.739999592    
   9.37499428       13.4789085      0.749999583    
   9.49999428       13.6213503      0.759999573    
   9.62499428       13.7628088      0.769999564    
   9.74999332       13.9032888      0.779999554    
   9.87499332       14.0427856      0.789999545    
   9.99999332       14.1813030      0.799999535    
   10.1249933       14.3188400      0.809999526    
   10.2499933       14.4553928      0.819999516    
   10.3749933       14.5909672      0.829999506    
   10.4999933       14.7255592      0.839999497    
   10.6249924       14.8591719      0.849999487    
   10.7499924       14.9918022      0.859999478    
   10.8749924       15.1234522      0.869999468    
   10.9999924       15.2541218      0.879999459    
   11.1249924       15.3838081      0.889999449    
   11.2499924       15.5125160      0.899999440    
   11.3749924       15.6402416      0.909999430    
   11.4999914       15.7669868      0.919999421    
   11.6249914       15.8927488      0.929999411    
   11.7499914       16.0175323      0.939999402    
   11.8749914       16.1413345      0.949999392    
   11.9999914       16.2641563      0.959999382    
   12.1249914       16.3859959      0.969999373    
   12.2499914       16.5068531      0.979999363    
   12.3749914       16.6267319      0.989999354    
   12.4999905       16.7456303      0.999999344    
   12.6249914       16.8635445       1.00999939    
   12.7499914       16.9804802       1.01999938    
   12.8749914       17.0964336       1.02999938    
   12.9999914       17.2114067       1.03999937    
   13.1249914       17.3253975       1.04999936    
   13.2499905       17.4384098       1.05999935    
   13.3749905       17.5504379       1.06999934    
   13.4999905       17.6614876       1.07999933    
   13.6249905       17.7715549       1.08999932    
   13.7499905       17.8806419       1.09999931    
   13.8749905       17.9887486       1.10999930    
   13.9999905       18.0958729       1.11999929    
   14.1249895       18.2020168       1.12999928    
   14.2499895       18.3071785       1.13999927    
   14.3749895       18.4113617       1.14999926    
   14.4999895       18.5145645       1.15999925    
   14.6249895       18.6167831       1.16999924    
   14.7499895       18.7180214       1.17999923    
   14.8749895       18.8182793       1.18999922    
   14.9999886       18.9175568       1.19999921    
   15.1249886       19.0158501       1.20999920    
   15.2499886       19.1131668       1.21999919    
   15.3749886       19.2095013       1.22999918    
   15.4999886       19.3048534       1.23999918    
   15.6249886       19.3992252       1.24999917    
   15.7499886       19.4926147       1.25999916    
   15.8749886       19.5850258       1.26999915    
   15.9999876       19.6764565       1.27999914    
   16.1249886       19.7669029       1.28999913    
   16.2499886       19.8563690       1.29999912    
   16.3749886       19.9448547       1.30999911    
   16.4999866       20.0323601       1.31999910    
   16.6249866       20.1188831       1.32999909    
   16.7499866       20.2044258       1.33999908    
   16.8749866       20.2889900       1.34999907    
   16.9999866       20.3725700       1.35999906    
   17.1249866       20.4551697       1.36999905    
   17.2499866       20.5367889       1.37999904    
   17.3749866       20.6174278       1.38999903    
   17.4999866       20.6970844       1.39999902    
   17.6249866       20.7757587       1.40999901    
   17.7499866       20.8534546       1.41999900    
   17.8749866       20.9301682       1.42999899    
   17.9999866       21.0059013       1.43999898    
   18.1249866       21.0806522       1.44999897    
   18.2499847       21.1544228       1.45999897    
   18.3749847       21.2272148       1.46999896    
   18.4999847       21.2990227       1.47999895    
   18.6249847       21.3698502       1.48999894    
   18.7499847       21.4396992       1.49999893    
   18.8749847       21.5085602       1.50999892    
   18.9999847       21.5764465       1.51999891    
   19.1249847       21.6433525       1.52999890    
   19.2499847       21.7092743       1.53999889    
   19.3749847       21.7742176       1.54999888    
   19.4999847       21.8381767       1.55999887    
   19.6249847       21.9011574       1.56999886    
   19.7499847       21.9631577       1.57999885    
   19.8749847       22.0241756       1.58999884    
   19.9999847       22.0842133       1.59999883    
   20.1249828       22.1432648       1.60999882    
   20.2499828       22.2013416       1.61999881    
   20.3749828       22.2584362       1.62999880    
   20.4999828       22.3145504       1.63999879    
   20.6249828       22.3696823       1.64999878    
   20.7499828       22.4238319       1.65999877    
   20.8749828       22.4770012       1.66999876    
   20.9999828       22.5291901       1.67999876    
   21.1249828       22.5804005       1.68999875    
   21.2499828       22.6306229       1.69999874    
   21.3749828       22.6798706       1.70999873    
   21.4999828       22.7281361       1.71999872    
   21.6249828       22.7754211       1.72999871    
   21.7499828       22.8217239       1.73999870    
   21.8749828       22.8670425       1.74999869    
   21.9999809       22.9113865       1.75999868    
   22.1249809       22.9547462       1.76999867    
   22.2499809       22.9971256       1.77999866    
   22.3749809       23.0385246       1.78999865    
   22.4999809       23.0789375       1.79999864    
   22.6249809       23.1183739       1.80999863    
   22.7499809       23.1568317       1.81999862    
   22.8749809       23.1943054       1.82999861    
   22.9999809       23.2308006       1.83999860    
   23.1249809       23.2663078       1.84999859    
   23.2499809       23.3008385       1.85999858    
   23.3749809       23.3343906       1.86999857    
   23.4999809       23.3669605       1.87999856    
   23.6249809       23.3985500       1.88999856    
   23.7499809       23.4291534       1.89999855    
   23.8749790       23.4587803       1.90999854    
   23.9999790       23.4874268       1.91999853    
   24.1249790       23.5150909       1.92999852    
   24.2499790       23.5417709       1.93999851    
   24.3749790       23.5674744       1.94999850    
   24.4999790       23.5921936       1.95999849    
   24.6249790       23.6159363       1.96999848    
   24.7499790       23.6386948       1.97999847    
   24.8749790       23.6604710       1.98999846    
   24.9999790       23.6812687       1.99999845    
   25.1249809       23.7010880       2.00999856    
   25.2499790       23.7199192       2.01999855    
   25.3749790       23.7377739       2.02999854    
   25.4999790       23.7546482       2.03999853    
   25.6249790       23.7705402       2.04999852    
   25.7499790       23.7854519       2.05999851    
   25.8749790       23.7993793       2.06999850    
   25.9999790       23.8123302       2.07999849    
   26.1249790       23.8242970       2.08999848    
   26.2499790       23.8352852       2.09999847    
   26.3749790       23.8452930       2.10999846    
   26.4999790       23.8543148       2.11999846    
   26.6249790       23.8623581       2.12999845    
   26.7499790       23.8694229       2.13999844    
   26.8749790       23.8755054       2.14999843    
   26.9999790       23.8806076       2.15999842    
   27.1249771       23.8847237       2.16999841    
   27.2499771       23.8878632       2.17999840    
   27.3749771       23.8900223       2.18999839    
   27.4999771       23.8912010       2.19999838    
   27.6249771       23.8913937       2.20999837    
   27.7499771       23.8906097       2.21999836    
   27.8749771       23.8888435       2.22999835    
   27.9999771       23.8860989       2.23999834    
   28.1249771       23.8823700       2.24999833    
   28.2499771       23.8776608       2.25999832    
   28.3749771       23.8719692       2.26999831    
   28.4999771       23.8652992       2.27999830    
   28.6249771       23.8576488       2.28999829    
   28.7499771       23.8490162       2.29999828    
   28.8749771       23.8393993       2.30999827    
   28.9999752       23.8288059       2.31999826    
   29.1249752       23.8172283       2.32999825    
   29.2499752       23.8046741       2.33999825    
   29.3749752       23.7911358       2.34999824    
   29.4999752       23.7766151       2.35999823    
   29.6249752       23.7611160       2.36999822    
   29.7499752       23.7446346       2.37999821    
   29.8749752       23.7271748       2.38999820    
   29.9999752       23.7087326       2.39999819    
   30.1249752       23.6893063       2.40999818    
   30.2499752       23.6689014       2.41999817    
   30.3749752       23.6475143       2.42999816    
   30.4999752       23.6251507       2.43999815    
   30.6249752       23.6017990       2.44999814    
   30.7499752       23.5774689       2.45999813    
   30.8749733       23.5521622       2.46999812    
   30.9999733       23.5258713       2.47999811    
   31.1249733       23.4986019       2.48999810    
   31.2499733       23.4703445       2.49999809    
   31.3749733       23.4411106       2.50999808    
   31.4999733       23.4108982       2.51999807    
   31.6249733       23.3797016       2.52999806    
